,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
15277,Athens Utopia Ermou,8.9,"Syntagma, Athens",Excellent ,"1,714 reviews",Price 835 zł,500 m from center,Classic Double Room,0,Breakfast included,Location 9.8
15278,Perianth Hotel,9.0,"Syntagma, Athens",Wonderful ,850 reviews,Price 948 zł,0.6 km from center,Superior Double Acropolis View,5,Breakfast included,Location 9.6
15279,Sweet home in Koukaki,9.4,"Koukaki, Athens",Wonderful ,233 reviews,Original price 305 zł. Current price 247 zł.,1.7 km from center,Apartment,3,,Location 9.6
15280,HOTEL HILL,8.2,"Ayia Paraskevi, Athens",Very Good ,151 reviews,Price 305 zł,9.5 km from center,Standard Single Room,1,,
15281,A for Athens,9.0,"Psiri, Athens",Wonderful ,"1,268 reviews",Price 659 zł,0.8 km from center,Deluxe Double Room,0,Breakfast included,Location 9.8
15282,Hotel Exarchion,7.6,"Exarcheia, Athens",Good ,"1,012 reviews",Price 188 zł,1.2 km from center,Single Room,3,,
15283,Coco-Mat Hotel Athens,9.1,"Kolonaki, Athens",Wonderful ,"1,409 reviews",Price 690 zł,0.9 km from center,Internal Budget Double Room - Sleep Tight ,4,,Location 9.5
15284,Art Hotel Athens,7.3,"Athens City Centre, Athens",Good ,609 reviews,Price 210 zł,1.5 km from center,Single,4,,
15285,Athens City View Urban Suites,9.2,"Monastiraki, Athens",Wonderful ,553 reviews,Price 437 zł,0.7 km from center,Double Room,4,,Location 9.8
15286,PURE URBAN PREMIUM METRO AGIOS NIKOLAOS,7.6,Athens,Good ,75 reviews,Price 122 zł,3.1 km from center,One-Bedroom Apartment,3,,
15287,Art Suites Korai,7.3,"Athens City Centre, Athens",Good ,"1,067 reviews",Price 277 zł,1.4 km from center,Junior Suite,4,,
15288,Athens Studios,7.9,"Koukaki, Athens",Good ,"3,284 reviews",Original price 414 zł. Current price 352 zł.,1.1 km from center,Studio Apartment with Kitchenette and Balcony,3,Breakfast included,Location 9.6
15289,B4B Athens 365,8.3,"Kallithea, Athens",Very Good ,"1,172 reviews",Price 404 zł,2.3 km from center,Corner Single Room with Acropolis View,4,Breakfast included,
15290,Bright Eco Studios,8.8,"Ilisia, Athens",Excellent ,241 reviews,Price 352 zł,1.5 km from center,Studio,3,,
15291,Mirada Hotel,8.0,"Glyfada, Athens",Very Good ,336 reviews,Price 422 zł,11.9 km from center,Superior Double Room,3,,
15292,CHROMA FASHION ROOMS & APARTMENTS,9.2,"Chalandri, Athens",Wonderful ,"1,230 reviews",Original price 358 zł. Current price 335 zł.,7.9 km from center,Double or Twin Room with Balcony,4,,Location 9.3
15293,Your stay next to Acropolis!,8.0,"Koukaki, Athens",Very Good ,113 reviews,Original price 258 zł. Current price 241 zł.,1.1 km from center,One-Bedroom Apartment,3,,Location 9.7
15294,Cecil Hotel,7.8,"Psiri, Athens",Good ,"1,902 reviews",Original price 185 zł. Current price 173 zł.,0.8 km from center,Single Room,2,Breakfast included,Location 9.5
15295,Amalia Hotel Athens,8.9,"Syntagma, Athens",Excellent ,"3,236 reviews",Original price 530 zł. Current price 497 zł.,200 m from center,Classic Single Room,4,Breakfast included,Location 9.7
15296,Acropolis Hill Hotel,8.3,"Koukaki, Athens",Very Good ,591 reviews,Price 306 zł,1.4 km from center,Standard Double or Twin Room,3,Breakfast included,
15297,St. Bjur Suites,8.4,"Psiri, Athens",Very Good ,"1,744 reviews",Original price 706 zł. Current price 364 zł.,0.8 km from center,Standard Room,4,Breakfast included,Location 9.6
15298,Athens Center Square Hotel,8.3,"Psiri, Athens",Very Good ,"1,017 reviews",Price 238 zł,0.9 km from center,Partner offer option,3,Breakfast included,
15299,Galini Palace,7.7,"Voula, Athens",Good ,462 reviews,Original price 303 zł. Current price 228 zł.,15.6 km from center, Double Room (Single Use),3,,
15300,Athos Hotel,8.1,"Plaka, Athens",Very Good ,761 reviews,Original price 359 zł. Current price 336 zł.,350 m from center,Standard Twin Room,3,,Location 9.5
15301,Acropolis Apartments,8.6,"Koukaki, Athens",Excellent ,209 reviews,Original price 375 zł. Current price 228 zł.,1.2 km from center,Apartment - Ground Floor,4,,Location 9.7
15302,Athens Platinum Rooms and Suites,8.7,Athens,Excellent ,732 reviews,Original price 425 zł. Current price 397 zł.,3.3 km from center,Standard Double or Twin Room with Balcony,4,Breakfast included,
15303,Glyfada South42,9.0,"Glyfada, Athens",Wonderful ,317 reviews,Original price 760 zł. Current price 533 zł.,13 km from center,Deluxe Double Room,4,,Location 9.7
15304,Mosaikon,9.2,"Syntagma, Athens",Wonderful ,"1,680 reviews",Price 141 zł,0.6 km from center,Single Bed in 8-Bed Mixed Dormitory Room,0,,Location 9.7
15305,One Three One - In the Heart of Athens,7.7,"Plaka, Athens",Good ,263 reviews,Original price 339 zł. Current price 317 zł.,1.2 km from center,Double Room with Balcony,3,,Location 9.5
15306,Attalos Hotel,8.7,"Psiri, Athens",Excellent ,"2,336 reviews",Original price 283 zł. Current price 226 zł.,0.8 km from center,Single Room,3,,Location 9.7
15307,Acropolis Apartment,8.5,"Plaka, Athens",Very Good ,52 reviews,Original price 282 zł. Current price 263 zł.,0.6 km from center,Deluxe Apartment,3,,Location 9.9
15308,Arion Athens Hotel,8.5,"Psiri, Athens",Very Good ,528 reviews,Price 289 zł,0.9 km from center,Standard Double or Twin Room,3,Breakfast included,Location 9.5
15309,Amazing Apartments @ Monastiraki Subway Station,9.1,"Psiri, Athens",Wonderful ,170 reviews,Original price 513 zł. Current price 479 zł.,0.8 km from center,Deluxe Studio,4,,Location 9.7
15310,Ergon House,9.1,"Plaka, Athens",Wonderful ,"1,078 reviews",Price 732 zł,300 m from center,Small Double Room,4,Breakfast included,Location 9.8
15311,Periscope,9.0,"Kolonaki, Athens",Wonderful ,122 reviews,Price 727 zł,0.9 km from center,Standard  Room,4,,Location 9.7
15312,The Owl nest Modern and Cozy place in the Historical Center,9.3,"Syntagma, Athens",Wonderful ,26 reviews,Original price 376 zł. Current price 351 zł.,0.7 km from center,One-Bedroom Apartment,3,Breakfast included,Location 9.6
15313,Petaluda House 1,8.1,Athens,Very Good ,223 reviews,Original price 145 zł. Current price 136 zł.,2.1 km from center,Double Room with Shared Bathroom,0,,
15314,Athenian Foss,9.1,"Monastiraki, Athens",Wonderful ,557 reviews,Original price 450 zł. Current price 421 zł.,450 m from center,Standard Double Room,0,,Location 9.8
15315,STARLA STUDIOS,9.1,"Syntagma, Athens",Wonderful ,129 reviews,Original price 389 zł. Current price 363 zł.,0.5 km from center,Studio Apartment,4,,Location 9.3
15316,Ioannis Apartments,8.5,"Athens City Centre, Athens",Very Good ,42 reviews,Original price 246 zł. Current price 161 zł.,1.1 km from center,Deluxe Double Studio,4,,
15317,Elite Ermou Suites,8.9,"Monastiraki, Athens",Excellent ,182 reviews,Original price 530 zł. Current price 477 zł.,0.7 km from center,Deluxe Studio with Acropolis View,4,,Location 9.8
15318,"Crowne Plaza Athens City Centre, an IHG Hotel",8.2,"Ilisia, Athens",Very Good ,365 reviews,Price 744 zł,1.8 km from center,Superior Double Room - Smoking,5,,
15319,Wyndham Grand Athens,8.1,"Metaxourgeio, Athens",Very Good ,"1,678 reviews",Original price 680 zł. Current price 548 zł.,1.6 km from center,Standard Double Room with Atrium View,5,,
15320,Xenophon Hotel,7.4,Athens,Good ,"1,300 reviews",Original price 394 zł. Current price 369 zł.,4.4 km from center,Deluxe Double or Twin Room,4,Breakfast included,
15321,Ciel Living Athens,8.6,"Plaka, Athens",Excellent ,747 reviews,Original price 525 zł. Current price 491 zł.,0.5 km from center,Classic Room,0,,Location 9.7
15322,L'Avventura Athens,9.1,"Psiri, Athens",Wonderful ,890 reviews,Original price 486 zł. Current price 389 zł.,1.1 km from center,Economy Double Room,0,,Location 9.6
15323,NLH MONASTIRAKI - Neighborhood Lifestyle Hotels,8.9,"Psiri, Athens",Excellent ,"1,329 reviews",Original price 509 zł. Current price 433 zł.,0.8 km from center,Budget Double Room,4,,Location 9.5
15324,Divani Palace Acropolis,7.8,"Koukaki, Athens",Good ,"2,073 reviews",Price 643 zł,1.2 km from center,Standard Room,5,,Location 9.3
15325,The Residence - Christokopidou Hotel & SPA,8.8,"Psiri, Athens",Excellent ,712 reviews,Original price 828 zł. Current price 497 zł.,1 km from center,Standard Double Room,0,,Location 9.5
15326,Victory Inn,8.6,Athens,Excellent ,"1,094 reviews",Original price 152 zł. Current price 143 zł.,2.3 km from center,Small Double Room,2,,
15327,The Lekka Hotel & Spa,8.4,"Syntagma, Athens",Very Good ,781 reviews,Price 506 zł,350 m from center,Nest Double Room,4,,Location 9.6
15328,Grecotel Pallas Athena,8.9,"Athens City Centre, Athens",Excellent ,535 reviews,Price 606 zł,1 km from center,Superior Double or Twin Room,5,Breakfast included,
15329,Enattica Suites,9.0,"Syntagma, Athens",Wonderful ,"1,203 reviews",Original price 612 zł. Current price 521 zł.,500 m from center,Standard Double Room,0,,Location 9.6
15330,O&B Athens Boutique Hotel,8.5,"Psiri, Athens",Very Good ,668 reviews,Original price 859 zł. Current price 448 zł.,1.2 km from center,Standard Double or Twin Room,4,Breakfast included,
15331,Studio with sunny balcony in Exarcheia,8.5,"Exarcheia, Athens",Very Good ,106 reviews,Original price 190 zł. Current price 178 zł.,1.2 km from center,One-Bedroom Apartment,3,,
15332,14 Reasons Why Hotel Athens,9.2,"Psiri, Athens",Wonderful ,576 reviews,Original price 428 zł. Current price 400 zł.,0.9 km from center,Standard Single Room,0,Breakfast included,Location 9.7
15333,Athens Mansion Luxury Suites,9.1,"Syntagma, Athens",Wonderful ,908 reviews,Price 443 zł,0.7 km from center,Classic Room,0,,Location 9.4
15334,The Newel Acropolis,8.5,"Kallimarmaro, Athens",Very Good ,708 reviews,Original price 469 zł. Current price 375 zł.,1 km from center,Deluxe Suite,4,,
15335,Rastoni Athens Suites near Acropolis,9.0,"Syntagma, Athens",Wonderful ,590 reviews,Original price 413 zł. Current price 372 zł.,250 m from center,Apartment,3,,Location 9.7
15336,Life Gallery Athens,8.4,"Ekali, Athens",Very Good ,228 reviews,"Original price 1,151 zł. Current price 855 zł.",18.3 km from center,Deluxe Double Room,5,Breakfast included,
15337,Achillion Hotel,7.5,"Athens City Centre, Athens",Good ,573 reviews,Price 156 zł,1.4 km from center,Single Room,3,,
15338,Ermou & Athinas Suites in Monastiraki,8.4,"Monastiraki, Athens",Very Good ,62 reviews,Original price 258 zł. Current price 241 zł.,0.8 km from center,Studio,3,,Location 9.7
15339,Blend Hotel,9.0,"Athens City Centre, Athens",Wonderful ,679 reviews,Original price 542 zł. Current price 436 zł.,0.7 km from center,Comfy Superior Room,4,Breakfast included,Location 9.7
15340,The Newel Psychiko,9.1,Athens,Wonderful ,239 reviews,Original price 589 zł. Current price 472 zł.,4 km from center,Deluxe Double Room,0,Breakfast included,
15341,The Stanley,8.4,"Metaxourgeio, Athens",Very Good ,"6,601 reviews",Price 446 zł,1.7 km from center,Standard Room,4,Breakfast included,
15342,Titania Hotel,8.0,"Athens City Centre, Athens",Very Good ,"3,807 reviews",Price 327 zł,0.9 km from center,Room Selected at Check In,4,Breakfast included,
15343,Sea View Hotel,8.3,"Glyfada, Athens",Very Good ,"1,220 reviews",Original price 449 zł. Current price 421 zł.,13.3 km from center,Special Offer - Classic Double or Twin Room,4,,
15344,Athens Central Apartment,7.1,"Athens City Centre, Athens",Good ,467 reviews,Original price 141 zł. Current price 132 zł.,1.4 km from center,Apartment,3,,
15345,Enattica Syntagma Living,7.7,"Syntagma, Athens",Good ,681 reviews,Original price 354 zł. Current price 301 zł.,200 m from center,Standard Double Room,3,,Location 9.3
15346,Ares Athens Hotel,7.5,"Athens City Centre, Athens",Good ,590 reviews,Original price 160 zł. Current price 149 zł.,1.1 km from center,Standard Twin/Double Room,2,,
15347,Airotel Parthenon,8.0,"Koukaki, Athens",Very Good ,683 reviews,Price 411 zł,0.8 km from center,Classic Room,4,Breakfast included,Location 9.6
15348,Athens Zafolia Hotel,8.3,"Athens City Centre, Athens",Very Good ,"1,017 reviews",Original price 607 zł. Current price 458 zł.,1.8 km from center,Classic Single Room,4,Breakfast included,
15349,Supreme Luxury Suites by Athens Stay,8.6,"Kallithea, Athens",Excellent ,568 reviews,Original price 346 zł. Current price 259 zł.,2.3 km from center,One-Bedroom Apartment,4,,
15350,A-13 Luxury Rooms at Monastiraki Railway Station,9.2,"Psiri, Athens",Wonderful ,126 reviews,Original price 469 zł. Current price 439 zł.,0.9 km from center,Standard Double Room,0,Breakfast included,Location 9.6
15351,GK Athens,8.1,"Syntagma, Athens",Very Good ,698 reviews,Price 282 zł,200 m from center,Studio Apartment,3,,Location 9.4
15352,Athens21,9.0,"Psiri, Athens",Wonderful ,"1,725 reviews",Original price 472 zł. Current price 441 zł.,0.8 km from center,Superior Double or Twin Room with City View,0,,Location 9.7
15353,Radisson Blu Park Hotel Athens,7.9,"Athens City Centre, Athens",Good ,"1,624 reviews",Price 661 zł,1.8 km from center,Standard Room,5,,
15354,Athens Ivy Suites,9.5,"Syntagma, Athens",Exceptional ,410 reviews,Price 594 zł,300 m from center,Standard Double Room,0,Breakfast included,Location 9.9
15355,Acropolis Ami Boutique Hotel,8.2,"Neos Kosmos, Athens",Very Good ,455 reviews,Original price 244 zł. Current price 228 zł.,1.3 km from center,Comfort Room,3,,
15356,Lekka 10 Apartments,8.7,"Syntagma, Athens",Excellent ,156 reviews,Original price 298 zł. Current price 279 zł.,250 m from center,Studio Apartment,3,,Location 9.5
15357,Athens Tiare by Mage Hotels,8.5,"Athens City Centre, Athens",Very Good ,"1,030 reviews",Price 435 zł,1.1 km from center,Comfort Double Room,4,,
15358,2the Point Athens Suites & Appartments in Plaka,9.2,"Syntagma, Athens",Wonderful ,172 reviews,Original price 422 zł. Current price 395 zł.,200 m from center,Deluxe Apartment,4,,Location 9.8
